DateID,ProductID,StoreID,CustomerID,QuantityOrdered,DiscountPercent,ShippingPercent
20260101,316,17,922,20,0.07499874265979223,0.08297617591260942
20260101,461,17,147,5,0.13077618378108033,0.05217670469406922
20260101,162,17,31,19,0.020482142221574837,0.06831930829969236
20260101,301,17,785,9,0.05288953109914332,0.14593019588230144
20260101,43,17,31,20,0.046649875759173856,0.12617455608384398
20260101,154,17,616,14,0.11607856867764493,0.13602369850282225
20260101,491,17,241,9,0.07386040117029564,0.07738095482630859
20260101,94,17,834,9,0.07008017949515105,0.09590644773072447
20260101,375,17,513,16,0.11762733073586852,0.07435282791774557
20260101,317,17,488,5,0.06747089595072378,0.0809782838442588
20260101,494,17,252,20,0.14406944365893978,0.06122761194929191
20260101,200,17,281,20,0.1105533696349895,0.06083896599894743
20260101,462,17,408,10,0.12296939776576703,0.07068305546568368
20260101,6,17,223,19,0.13985915331797372,0.09513204096504999
20260101,33,17,580,4,0.144512146225574,0.08965744896160226
20260101,474,17,551,12,0.10753820755508682,0.07433382979033493
20260101,51,17,772,1,0.11925038079799263,0.14209223744017474
20260101,493,17,116,4,0.1467079149575089,0.06592973502303227
20260101,463,17,224,18,0.11133005836043375,0.06020361495534707
20260101,66,17,7,1,0.092917911885705,0.12672673273687152
20260101,463,17,153,20,0.054122135389102655,0.07605692299116257
20260101,454,17,947,18,0.12277928084713272,0.10532088438160428
20260101,256,17,121,17,0.051334877541958285,0.07446325208621407
20260101,233,17,668,11,0.08943791316299261,0.0877700243015457
20260101,216,17,186,7,0.10501424030700728,0.11651025548286582
20260101,214,17,42,16,0.07881666120750729,0.09851965070200651
20260101,63,17,82,2,0.029959687669284668,0.14231081746793584
20260101,335,17,132,11,0.06052328471131069,0.054249965527699874
20260101,64,17,95,17,0.12478116312004124,0.13233938671584866
20260101,271,17,315,13,0.06609268728272248,0.05149977028520473
20260101,192,17,781,20,0.10306236764908322,0.07579646665991904
20260101,326,17,113,6,0.08929233248174473,0.0981886022042488
20260101,396,17,501,20,0.12404885264442561,0.1158896424759543
20260101,220,17,767,10,0.13856612641562865,0.14237054277575245
20260101,479,17,60,17,0.10140931027715822,0.0934945754953217
20260101,299,17,555,14,0.14281910357246988,0.054943227432811194
20260101,33,17,140,9,0.130983188761228,0.12278985536535149
20260101,435,17,97,5,0.14612811154535973,0.1389546160184561
20260101,106,17,373,13,0.08207252057345994,0.14075035206039277
20260101,268,17,466,18,0.05901682244309191,0.06846760550788769
20260101,407,17,122,16,0.09273072720311162,0.0542121582254164
20260101,64,17,214,20,0.13734150604678338,0.1467321161177758
20260101,314,17,810,10,0.13988515523638145,0.06063943476074116
20260101,339,17,228,2,0.10123246076359613,0.07214805922364878
20260101,218,17,556,5,0.0444604433761915,0.10651756592990855
20260101,138,17,891,17,0.03968383085677338,0.11971343117678285
20260101,12,17,803,13,0.03662373395387912,0.09679051452398477
20260101,406,17,642,14,0.08146758543729504,0.09360028730096252
20260101,227,17,30,15,0.13520174110737979,0.07486716224274664
20260101,187,17,846,6,0.07563260270915353,0.054849007341519776
