DateID,ProductID,StoreID,CustomerID,QuantityOrdered,DiscountPercent,ShippingPercent
20260101,74,14,13,10,0.06646282371191355,0.0686195639625007
20260101,426,14,54,12,0.10266783253885724,0.06850546718512666
20260101,235,14,726,15,0.1439164940904374,0.08602013440155545
20260101,366,14,546,11,0.0836237190699471,0.05010289191075973
20260101,372,14,685,10,0.14331392401740342,0.05497830438159788
20260101,264,14,572,7,0.04499576817253036,0.10446523147078694
20260101,84,14,581,9,0.14538090860253955,0.1309114649576446
20260101,164,14,295,2,0.05366219335820564,0.08994041407777956
20260101,381,14,793,10,0.13272385618881183,0.09414895186064487
20260101,251,14,945,12,0.06241620633109024,0.14438824735890288
20260101,270,14,336,15,0.0840532355425537,0.08030983491543961
20260101,486,14,61,15,0.12884699569273872,0.11163273761854897
20260101,151,14,1000,14,0.1299226004335169,0.1251110813732234
20260101,100,14,468,4,0.04547651875240184,0.14508856127645886
20260101,387,14,905,14,0.08145228511376217,0.08103433473885314
20260101,163,14,934,11,0.09592952154618563,0.08096981532451086
20260101,481,14,588,7,0.02791668153960481,0.05811874799247783
20260101,210,14,464,9,0.057518472567987575,0.11699167178872934
20260101,308,14,347,10,0.06795867149711521,0.06896680553442565
20260101,200,14,109,9,0.02510664245656688,0.14660831454117879
20260101,243,14,805,1,0.12038113167648028,0.0693728747848871
20260101,29,14,113,15,0.1021555844875699,0.07833046410966966
20260101,160,14,775,12,0.12307623006038472,0.10247159992497015
20260101,314,14,376,16,0.08166297623270695,0.14789349014125872
20260101,170,14,568,19,0.08052746458851856,0.0638190004530352
20260101,322,14,269,1,0.11678414655741752,0.05661853940952687
20260101,498,14,779,9,0.07739139742294854,0.06532167388724644
20260101,259,14,732,5,0.029719817800569922,0.12402705047090357
20260101,446,14,649,20,0.020791391623364547,0.14083372980316383
20260101,378,14,94,20,0.09547944381897464,0.0833262212459819
20260101,170,14,971,9,0.029849926823446164,0.07328691239318168
20260101,433,14,45,14,0.02326642109135366,0.1388384173647571
20260101,365,14,208,1,0.09385311618288433,0.12058758652477394
20260101,363,14,634,10,0.05919216288229505,0.09291580835216331
20260101,11,14,605,16,0.02615729600961073,0.11648060598535177
20260101,125,14,475,18,0.08889596657678385,0.08225809425445371
20260101,314,14,62,16,0.07721885007108509,0.058807289317414496
20260101,479,14,372,3,0.05793728770211494,0.14300573858378712
20260101,90,14,945,8,0.0927897875275178,0.1112908243827144
20260101,92,14,840,18,0.06745521542134332,0.06524557118335286
20260101,34,14,750,19,0.028141783687644924,0.12245352167620735
20260101,79,14,58,3,0.06133719784995234,0.13040271447055207
20260101,152,14,130,15,0.11064028176115655,0.09429812100771988
20260101,304,14,524,15,0.06296349248565641,0.09484827541835578
20260101,9,14,380,16,0.09333130463578142,0.0867485499581036
20260101,218,14,48,5,0.14494231663463164,0.05424182655683342
20260101,53,14,18,9,0.032470097767096584,0.12462466188890105
20260101,390,14,943,5,0.11141588173528622,0.13346515716761345
20260101,280,14,75,10,0.035933300063256214,0.07624226746537945
20260101,186,14,286,1,0.09931780827854314,0.11221358454854063
20260101,497,14,75,15,0.030572320166714503,0.13283772826110601
20260101,207,14,418,8,0.05025887483803668,0.05127098841464674
20260101,313,14,360,3,0.1489471385172915,0.05756534133890885
20260101,308,14,549,3,0.10414812606588222,0.1153472462706884
20260101,295,14,314,6,0.13419153295567904,0.08952376603702458
20260101,90,14,104,15,0.1267204905833186,0.12422250032764459
20260101,158,14,292,18,0.1492027897981739,0.10699497217938386
20260101,370,14,894,16,0.02265816702320303,0.14762371765775462
