DateID,ProductID,StoreID,CustomerID,QuantityOrdered,DiscountPercent,ShippingPercent
20260101,472,19,899,1,0.02129050190440215,0.10114883700199356
20260101,459,19,81,6,0.12708373167636086,0.06816839037648961
20260101,300,19,894,2,0.13500033161534714,0.08447909073204612
20260101,451,19,333,17,0.07253800004882768,0.11871357734694722
20260101,334,19,592,6,0.14487686138398967,0.09259029438865811
20260101,126,19,733,17,0.07325128187829683,0.07616453627896588
20260101,500,19,368,19,0.08854740033323356,0.141670511825553
20260101,461,19,84,16,0.0842012688528128,0.06936369988693417
20260101,475,19,564,14,0.05622716111817749,0.0897959514964278
20260101,440,19,211,3,0.10191769833385901,0.06851822184442126
20260101,234,19,366,16,0.0505779759075404,0.14845324194978166
20260101,494,19,952,15,0.03452489062613145,0.09869577804369353
20260101,49,19,172,3,0.03923710447021801,0.14094239835856226
20260101,491,19,908,7,0.03249956621448878,0.13606008995575258
20260101,393,19,288,5,0.08541114150338817,0.09487012050154614
20260101,432,19,505,13,0.14335632464347933,0.06887607774782607
20260101,9,19,418,6,0.12772322174659304,0.10653610541979677
20260101,57,19,745,11,0.04935959363506076,0.06522442680401626
20260101,184,19,403,10,0.0624321787125328,0.13380413863267954
20260101,368,19,609,17,0.14850635991531486,0.13465943998342322
20260101,192,19,61,9,0.08650018300266146,0.0932124730532786
20260101,498,19,610,13,0.0774108800752167,0.09737735108685253
20260101,241,19,754,1,0.07540761196444505,0.05988250634391865
20260101,135,19,284,19,0.1076478860432186,0.10741531316290986
20260101,358,19,851,20,0.11550390982291285,0.12643633491712802
20260101,277,19,470,8,0.028219757834053227,0.12945661892831678
20260101,356,19,540,10,0.050960439805982506,0.07647844397376144
20260101,195,19,838,8,0.11741052311885303,0.054570355027080346
20260101,416,19,350,12,0.050192792350651626,0.08399634204368586
20260101,143,19,306,10,0.04592576052954234,0.092822110410403
20260101,343,19,863,1,0.06147662042143692,0.10388864822970593
20260101,206,19,99,3,0.10680874952683153,0.06715436606394887
20260101,217,19,2,18,0.0210156357055371,0.08498986556487115
20260101,32,19,676,1,0.06341950202210804,0.13487784227851843
20260101,45,19,207,13,0.06784313603868111,0.10637152112523204
20260101,151,19,781,1,0.050585237889941695,0.06072076117410557
20260101,217,19,595,1,0.11346825678113096,0.10465143176027095
20260101,215,19,245,7,0.07822971601874414,0.06323628894025382
20260101,175,19,257,16,0.09307172907566635,0.07638446830636472
20260101,140,19,380,13,0.10780419673458436,0.1364465375907804
20260101,188,19,760,4,0.12516691335735788,0.11654948228712796
20260101,7,19,943,7,0.1329374754443187,0.12506160156292948
20260101,168,19,926,2,0.12508927221682628,0.05779992865228411
20260101,201,19,183,20,0.07145225487379357,0.09162993188561722
20260101,103,19,675,9,0.06180410599155943,0.07456967415866585
20260101,354,19,187,18,0.1077582928010839,0.08315619243049618
20260101,102,19,182,7,0.10424032511476598,0.07825396962350598
20260101,226,19,787,4,0.08356136408006132,0.12714695018888844
20260101,41,19,971,12,0.1327306557739064,0.05040272004282656
20260101,368,19,608,2,0.06095479904612479,0.0752344707069042
20260101,285,19,381,12,0.054858298834041225,0.1018951954086943
20260101,203,19,654,13,0.08408295160546976,0.10054378715973625
20260101,279,19,51,8,0.11929378490254829,0.13057432584034206
20260101,44,19,218,2,0.10394982705107216,0.055280278684923016
20260101,174,19,768,11,0.04447415635019699,0.08486263997006041
20260101,160,19,697,8,0.05687306583735462,0.10116177576806828
20260101,417,19,770,5,0.05730667598339158,0.12131135753064284
20260101,91,19,336,3,0.0542595392378052,0.08764737447098007
20260101,29,19,673,16,0.1325811223373466,0.09085203796016764
20260101,129,19,450,3,0.10556066288272094,0.11044792373539036
20260101,301,19,490,18,0.06084236645298699,0.14074452231371687
