DateID,ProductID,StoreID,CustomerID,QuantityOrdered,DiscountPercent,ShippingPercent
20260101,118,29,444,2,0.10556466000781946,0.14368238345581147
20260101,308,29,788,13,0.02271500716340112,0.06439224672629165
20260101,346,29,960,17,0.03723845982969211,0.08447160366093479
20260101,227,29,793,14,0.0669709503760939,0.10098976923563538
20260101,87,29,658,9,0.07417012079897352,0.07667823954868033
20260101,142,29,404,16,0.08127441026195963,0.07425901130364279
20260101,19,29,223,8,0.053129009734189894,0.08306959610336323
20260101,472,29,698,8,0.05126977271399735,0.13050122755495464
20260101,337,29,836,10,0.06365199365643706,0.07019309050748715
20260101,348,29,44,14,0.10044392115997645,0.0511148045784631
20260101,315,29,935,15,0.07822433101393908,0.1268315478789877
20260101,451,29,443,4,0.10592666549989767,0.14550411171660982
20260101,106,29,29,20,0.04066589540317958,0.1343737115175327
20260101,38,29,218,14,0.11538112012139766,0.09807267065494676
20260101,189,29,831,5,0.023368074972278996,0.09373458490980122
20260101,17,29,436,16,0.05427724261735689,0.1408938653905225
20260101,196,29,407,14,0.10688889637883091,0.054889234179396076
20260101,403,29,311,15,0.08589777230888876,0.12124104531816465
20260101,363,29,701,12,0.05472231982071281,0.1482671326256054
20260101,427,29,686,4,0.07214931226766512,0.05657133964637843
20260101,41,29,923,17,0.07715510022801395,0.14337897819342327
20260101,109,29,345,7,0.11779013137980843,0.09987829460450696
20260101,64,29,962,3,0.07203444962103206,0.07019363780364687
20260101,348,29,850,4,0.06856953259561825,0.07855228356581644
20260101,305,29,274,11,0.08231407689983644,0.09929235820922785
20260101,432,29,696,14,0.05068058389203886,0.07249952665490439
20260101,144,29,823,6,0.03690800693382858,0.14793350894452706
20260101,464,29,664,9,0.13080693965374884,0.12380314767624703
20260101,155,29,379,8,0.035325981308151476,0.12365067531331789
20260101,398,29,717,12,0.12965867896641126,0.10144598044705637
20260101,109,29,957,9,0.021862034363804028,0.13204628806111426
20260101,60,29,398,17,0.1307862889785006,0.12058663260828398
20260101,446,29,674,14,0.03459917827495715,0.0857590344320851
20260101,238,29,275,16,0.04631854639652838,0.08217036930249175
20260101,221,29,813,3,0.14368396971129982,0.09722210281099294
20260101,281,29,995,5,0.0533276376204944,0.06662675726222683
20260101,160,29,864,6,0.055635874440138205,0.11542034298363332
20260101,311,29,975,1,0.03664587187601617,0.06069169048972725
20260101,121,29,479,18,0.12088065166892283,0.10279274680089626
20260101,293,29,1,13,0.05848088488337169,0.0727633602990593
20260101,248,29,580,14,0.1236944270054062,0.13689146488787332
20260101,122,29,9,13,0.09578955456627508,0.059069977996206315
20260101,272,29,63,20,0.028781796072390696,0.10734368442579272
20260101,262,29,140,1,0.041182968197934655,0.05245476177805242
20260101,147,29,471,13,0.09488513369204886,0.09097020301425549
20260101,358,29,3,5,0.1453161784109773,0.08574383999616295
20260101,313,29,345,7,0.07787645783970669,0.10694463809157954
20260101,171,29,368,20,0.048080114764844,0.14486108150178584
20260101,41,29,355,4,0.044820854637132514,0.11379041595383714
20260101,450,29,258,13,0.13267669740112348,0.052858017046247346
20260101,27,29,97,18,0.12430928287597215,0.07959406862433295
20260101,140,29,427,10,0.10303785613594689,0.12456616045830542
20260101,137,29,562,13,0.12011895108374772,0.058434057171351896
20260101,438,29,335,20,0.048666875206835596,0.10946720939075733
20260101,303,29,977,8,0.14820961464904628,0.06022294989219609
20260101,160,29,573,15,0.08949760922092358,0.13396554182540416
20260101,460,29,139,6,0.10103266412725313,0.13908382075453324
20260101,380,29,82,19,0.12090518274170685,0.11592794204614346
20260101,280,29,698,6,0.10088697042628668,0.13635141863280492
20260101,43,29,567,16,0.04219464797872338,0.12906129199472552
20260101,245,29,491,6,0.09084663367238374,0.056237845880442054
20260101,432,29,159,4,0.12746897350711497,0.06724762507251258
20260101,336,29,130,1,0.1326869021873779,0.10209257839816874
20260101,161,29,284,18,0.04405934660827651,0.14041034213523879
20260101,444,29,252,3,0.07747585069998256,0.08914296845042281
20260101,465,29,227,9,0.020178181261236484,0.12128620567318296
20260101,383,29,899,4,0.13818394479221438,0.0600662301602588
20260101,18,29,824,9,0.08464180894327653,0.09029055696655228
20260101,255,29,7,10,0.14996143109834692,0.1432816682801069
20260101,3,29,773,15,0.0887496378508216,0.12061926481737326
20260101,217,29,187,12,0.04570109551301234,0.12562239692166272
20260101,30,29,945,7,0.13316187811333036,0.07258173600440378
20260101,56,29,447,18,0.023874663844803874,0.13259373619355247
20260101,152,29,353,11,0.0599057420295544,0.08219290656748288
20260101,480,29,400,4,0.07750807140661058,0.054620047235711094
20260101,76,29,73,14,0.08554421847929511,0.06244880612373788
20260101,52,29,343,7,0.09355930558268206,0.12421737907315752
20260101,92,29,304,14,0.032303975521641694,0.0863757079278651
20260101,377,29,831,3,0.06666833742966904,0.09651398930827423
20260101,194,29,681,11,0.06998101189817076,0.06486878877207122
20260101,55,29,801,4,0.1471928078943779,0.06681515951684164
20260101,472,29,163,20,0.14903366827736486,0.06916758190220654
20260101,452,29,614,8,0.0361558582004619,0.08257334016986738
20260101,160,29,307,20,0.07773835317526545,0.0825420347916624
20260101,41,29,772,9,0.13527354441034434,0.11575689040853716
20260101,70,29,978,8,0.06150850539957885,0.14724420200850213
20260101,172,29,416,6,0.140620830157416,0.06150726665996206
20260101,474,29,132,14,0.09356806719108701,0.06067922336544923
20260101,454,29,46,12,0.11076480524197527,0.08125475510495742
20260101,78,29,435,6,0.08804179603153048,0.08993277709384223
20260101,200,29,276,7,0.032281057888816356,0.08668074518705404
