DateID,ProductID,StoreID,CustomerID,QuantityOrdered,DiscountPercent,ShippingPercent
20260101,480,10,861,9,0.060816188010833355,0.11490675705399998
20260101,132,10,253,11,0.10234756322260097,0.05473235470376486
20260101,497,10,634,5,0.1061167262181409,0.06000753102137949
20260101,344,10,371,16,0.13479112853474443,0.13074782336280255
20260101,49,10,228,20,0.09817057132631549,0.149822882054761
20260101,402,10,805,3,0.0469017310622196,0.09486525333367937
20260101,489,10,487,7,0.043435460955440666,0.12365520559168525
20260101,60,10,598,13,0.051826583721290065,0.1041810764376506
20260101,486,10,302,3,0.14684047742415637,0.1406652053808709
20260101,429,10,328,7,0.07037003482704315,0.07326676242046745
20260101,404,10,713,7,0.1271028665470622,0.07706518481276949
20260101,218,10,629,10,0.045718523421289244,0.071180737321155
20260101,69,10,608,15,0.1420263385472542,0.12754514846768183
20260101,107,10,433,1,0.0982825118394551,0.06326054939090753
20260101,79,10,950,10,0.08114924740559884,0.14206067112372234
20260101,121,10,983,17,0.05956774560397883,0.09241489714688952
20260101,475,10,31,19,0.025668065823694953,0.09569383172909128
20260101,454,10,606,8,0.10392709708045549,0.10255311017152216
20260101,452,10,397,4,0.035535060250267266,0.10129789989514024
20260101,122,10,494,18,0.11599026420754813,0.1049052342334558
20260101,42,10,639,17,0.06064211524863462,0.08062071223777537
20260101,303,10,511,11,0.09623949520167872,0.07055360059402058
20260101,258,10,359,20,0.10816474654424692,0.07439032972766517
20260101,121,10,781,5,0.02485139498552219,0.10647999886457848
20260101,483,10,398,14,0.14996095599766568,0.1401598408183528
20260101,327,10,700,6,0.10646878671453917,0.13107269840181435
20260101,232,10,323,11,0.09764826949104144,0.06472857505938091
20260101,347,10,336,10,0.1024570352527846,0.08291950036450765
20260101,308,10,998,12,0.09884220090347388,0.10358951390518659
20260101,274,10,696,20,0.12323850769284633,0.06130942209033679
20260101,67,10,968,14,0.12923846264442898,0.11320078283298707
20260101,69,10,775,7,0.12809242432126275,0.053545155485657074
20260101,249,10,160,11,0.060978535814450105,0.0944340732985719
20260101,491,10,918,7,0.12197111424490786,0.11473677915297885
20260101,497,10,987,13,0.07377970594429438,0.12292590086463356
20260101,274,10,830,20,0.020248813922745214,0.10149542067700694
20260101,35,10,775,4,0.13915663396115827,0.14801392341793956
20260101,158,10,990,3,0.02422173046263681,0.08852307287654036
20260101,329,10,703,6,0.05049826811323967,0.11259706522744808
20260101,108,10,141,19,0.11332543918488867,0.07477928233224915
20260101,383,10,605,12,0.13149466460949275,0.06073571791552254
20260101,291,10,136,16,0.10990158599742478,0.08423321026408907
20260101,276,10,584,7,0.06515138760432691,0.09303792003672595
20260101,320,10,557,12,0.05868744266671265,0.1198814979293252
20260101,263,10,442,1,0.03336028090847795,0.08844871319828977
20260101,227,10,301,10,0.04317436680170626,0.09509663207292395
20260101,104,10,761,17,0.04917777039424853,0.058301310372098215
20260101,80,10,681,10,0.07476485002413566,0.054641547989266175
20260101,396,10,456,18,0.08897111531103309,0.09815395919395054
20260101,56,10,387,1,0.1437932869457711,0.055913331094734155
20260101,35,10,544,19,0.07605238432318132,0.0899753581598201
20260101,8,10,564,15,0.10493114496142458,0.08393228101234465
20260101,292,10,97,6,0.06941016820035503,0.09361087693712661
20260101,471,10,582,19,0.09556260230186203,0.11713596389461493
20260101,268,10,22,6,0.06492275557396365,0.11226607344695633
20260101,279,10,480,18,0.04169247614307641,0.1081418155748976
20260101,354,10,291,4,0.10997841389836117,0.09096200615931829
20260101,213,10,223,15,0.1184475940037153,0.08780348903592611
