DateID,ProductID,StoreID,CustomerID,QuantityOrdered,DiscountPercent,ShippingPercent
20260101,298,20,949,10,0.08521040263491302,0.14608363887890924
20260101,187,20,904,18,0.0866376211681631,0.09263324492917782
20260101,52,20,837,6,0.053326547691621054,0.08883094397015337
20260101,480,20,668,12,0.055785760329235254,0.14440248023673732
20260101,250,20,228,2,0.09861788478431618,0.10290284981404954
20260101,162,20,925,4,0.12545219879074912,0.1181928876939197
20260101,33,20,369,3,0.13054342624291282,0.05696238994702692
20260101,263,20,107,16,0.05924377445310934,0.14892350604326615
20260101,56,20,174,14,0.1121296298867768,0.11536493876024297
20260101,105,20,803,14,0.04713179193914374,0.1473275724023434
20260101,373,20,774,5,0.1374888428895822,0.13769714099673658
20260101,162,20,173,19,0.08925673908387934,0.12071196248608514
20260101,395,20,59,14,0.09240714596007175,0.09517049514715267
20260101,97,20,880,9,0.057776430847160457,0.08518250553225692
20260101,345,20,37,20,0.03803920359902945,0.05737991683685445
20260101,20,20,767,4,0.04048606117473279,0.06536585935388205
20260101,391,20,340,3,0.051448668742972534,0.07181191079944288
20260101,56,20,872,15,0.04172703600302112,0.11143966365092015
20260101,190,20,829,17,0.0674923449808186,0.14853122708878397
20260101,341,20,286,1,0.04607982214974139,0.09626529380235005
20260101,157,20,40,6,0.12071278350832441,0.057378471523630264
20260101,182,20,378,4,0.12114184991126636,0.06841050308950623
20260101,397,20,831,16,0.05029978330999053,0.11502867559953689
20260101,222,20,870,17,0.10619637852352586,0.1133644052158046
20260101,404,20,863,15,0.07959169158779186,0.05266424379155227
20260101,276,20,492,6,0.13213694349722396,0.11938276776538678
20260101,285,20,136,8,0.04998784738688852,0.05342400080614654
20260101,500,20,885,18,0.1057277322115305,0.08252883715767734
20260101,404,20,805,17,0.05649964867475321,0.14057143471921812
20260101,187,20,137,2,0.0634165203202186,0.08663948766644476
20260101,408,20,125,13,0.035651354517780454,0.11990663318204177
20260101,422,20,367,1,0.13483720145118022,0.09999533508624717
20260101,429,20,993,8,0.0427331345449055,0.12556728312539547
20260101,209,20,887,18,0.14588625529007665,0.07465181985341303
20260101,475,20,647,17,0.03952735787909631,0.13122735821161535
20260101,149,20,573,17,0.04712968347082768,0.10166098520233346
20260101,349,20,451,17,0.11147346316409079,0.13238256729112474
20260101,94,20,130,10,0.1101379871159421,0.06189667554578561
20260101,71,20,908,2,0.08844851308773867,0.10921227155712057
20260101,232,20,912,14,0.08775530341017393,0.14830807140680807
20260101,10,20,530,14,0.05225998095321778,0.06708750011483924
20260101,487,20,706,9,0.025353272975311578,0.1361125803173543
20260101,163,20,929,11,0.06339275694950022,0.05469787046369343
20260101,405,20,718,12,0.06559273748164367,0.12759685196477155
20260101,412,20,279,6,0.09384944810881993,0.07083864662911657
20260101,217,20,801,14,0.02452496236259518,0.0796188977451586
20260101,497,20,398,20,0.09485620668422572,0.11562312095495608
20260101,303,20,42,10,0.06563977429078038,0.12496879373072371
20260101,127,20,943,13,0.11192988651102508,0.09399464667662649
20260101,485,20,904,11,0.061281695673190445,0.0886901281831837
20260101,154,20,558,2,0.1355597673514485,0.06633585491080404
20260101,188,20,18,9,0.14302103787129308,0.13446550752667352
20260101,269,20,597,9,0.13740447818306833,0.09876154569321202
20260101,195,20,143,16,0.13797597377942444,0.10578082220290572
20260101,80,20,321,1,0.14798562476842528,0.1021400082278167
20260101,56,20,148,17,0.14055671990369792,0.05863615506509119
20260101,94,20,674,3,0.10038546898474852,0.05981623249921089
20260101,90,20,869,1,0.09784798761253076,0.05088154802876367
20260101,235,20,507,20,0.09352893892004625,0.08083082312138538
20260101,420,20,256,7,0.04881305859477715,0.09562526926645235
20260101,7,20,190,13,0.08304942590590843,0.05524221871050781
