CustomerID,StoreID,OrderDateID,ProductID,Quantity,DiscountPercent,ShippingPercent,DiscountAmount,ShippingAmount,TotalAmount
785,38,20260101,19,17,0.07,0.12,298.62,511.92,4479.28
208,38,20260101,395,19,0.12,0.06,1130.01,565.01,8851.78
826,38,20260101,29,7,0.12,0.15,317.8,397.25,2727.76
407,38,20260101,469,3,0.15,0.12,78.74,62.99,509.16
154,38,20260101,113,15,0.04,0.06,245.41,368.11,6257.85
781,38,20260101,32,2,0.02,0.12,14.7,88.17,808.23
484,38,20260101,309,13,0.15,0.1,525.15,350.1,3325.98
456,38,20260101,481,5,0.12,0.11,49.87,45.72,411.45
642,38,20260101,220,2,0.03,0.08,2.39,6.37,83.66
60,38,20260101,1,3,0.13,0.08,23.26,14.32,170.01
468,38,20260101,486,12,0.08,0.09,147.12,165.51,1857.39
764,38,20260101,387,7,0.11,0.05,273.85,124.48,2340.18
67,38,20260101,198,2,0.12,0.12,93.52,93.52,779.34
550,38,20260101,460,10,0.13,0.13,437.61,437.61,3366.2
94,38,20260101,129,12,0.14,0.08,381.54,218.03,2561.81
943,38,20260101,61,19,0.08,0.05,297.56,185.97,3607.85
269,38,20260101,342,4,0.11,0.13,29.43,34.78,272.91
541,38,20260101,314,12,0.04,0.06,120.99,181.48,3085.21
390,38,20260101,138,3,0.1,0.06,127.58,76.55,1224.81
149,38,20260101,332,3,0.11,0.08,139.62,101.54,1231.19
541,38,20260101,438,18,0.02,0.1,76.39,381.96,4125.17
875,38,20260101,207,14,0.12,0.1,316.75,263.96,2586.77
667,38,20260101,360,18,0.09,0.08,31.91,28.37,351.06
529,38,20260101,124,20,0.12,0.13,198.96,215.54,1674.58
674,38,20260101,190,8,0.09,0.1,283.29,314.77,3179.16
20,38,20260101,332,11,0.08,0.12,395.65,593.47,5143.42
749,38,20260101,476,18,0.11,0.11,891.67,891.67,8106.12
519,38,20260101,352,20,0.05,0.11,95.06,209.13,2015.27
385,38,20260101,76,9,0.03,0.07,46.83,109.26,1623.3
948,38,20260101,490,1,0.05,0.09,6.55,11.78,136.15
255,38,20260101,69,7,0.1,0.12,289.64,347.57,2954.32
423,38,20260101,27,19,0.1,0.14,598.27,837.58,6222.03
