CustomerID,StoreID,OrderDateID,ProductID,Quantity,DiscountPercent,ShippingPercent,DiscountAmount,ShippingAmount,TotalAmount
688,28,20260101,406,20,0.15,0.14,119.55,111.58,789.03
584,28,20260101,88,15,0.11,0.15,262.52,357.98,2481.96
587,28,20260101,322,9,0.03,0.14,41.81,195.12,1547.05
454,28,20260101,225,3,0.05,0.1,18.27,36.53,383.57
72,28,20260101,500,12,0.15,0.11,92.21,67.62,590.17
6,28,20260101,443,7,0.11,0.1,300.6,273.27,2705.4
477,28,20260101,38,4,0.03,0.13,55.89,242.17,2049.16
873,28,20260101,360,8,0.07,0.11,219.88,345.52,3266.76
312,28,20260101,56,17,0.14,0.13,52.55,48.8,371.61
850,28,20260101,374,6,0.09,0.12,105.46,140.62,1206.96
869,28,20260101,305,8,0.09,0.07,191.43,148.89,2084.42
418,28,20260101,345,5,0.11,0.11,83.2,83.2,756.4
769,28,20260101,28,4,0.12,0.12,201.43,201.43,1678.56
438,28,20260101,176,1,0.15,0.05,8.88,2.96,53.29
934,28,20260101,355,9,0.03,0.09,122.6,367.79,4331.73
231,28,20260101,123,13,0.13,0.14,35.68,38.42,277.17
40,28,20260101,307,11,0.07,0.06,167.22,143.33,2364.98
221,28,20260101,12,2,0.13,0.06,17.29,7.98,123.67
501,28,20260101,97,19,0.12,0.13,389.99,422.49,3282.45
735,28,20260101,55,5,0.05,0.07,107.62,150.68,2195.56
41,28,20260101,403,8,0.05,0.13,27.33,71.06,590.37
