CustomerID,StoreID,OrderDateID,ProductID,Quantity,DiscountPercent,ShippingPercent,DiscountAmount,ShippingAmount,TotalAmount
417,20,20260101,373,17,0.12,0.05,496.47,206.86,3847.68
297,20,20260101,161,2,0.05,0.14,46.87,131.25,1021.86
892,20,20260101,33,15,0.07,0.14,55.85,111.7,853.7
417,20,20260101,297,15,0.13,0.09,804.0,556.62,5937.27
536,20,20260101,476,12,0.1,0.13,491.62,639.1,5063.64
313,20,20260101,351,18,0.12,0.15,419.75,524.69,3602.88
778,20,20260101,158,8,0.05,0.08,178.63,285.8,3679.73
31,20,20260101,331,6,0.07,0.11,134.02,210.6,1991.12
225,20,20260101,353,3,0.07,0.08,65.44,74.79,944.24
730,20,20260101,16,13,0.15,0.14,761.16,710.42,5023.68
945,20,20260101,335,3,0.07,0.09,68.59,88.18,999.39
583,20,20260101,482,10,0.15,0.08,196.0,104.54,1215.24
214,20,20260101,57,17,0.06,0.11,422.96,775.43,7401.86
708,20,20260101,27,3,0.03,0.07,14.23,33.2,493.21
288,20,20260101,58,2,0.13,0.12,76.47,70.59,582.38
909,20,20260101,304,11,0.12,0.12,625.81,625.81,5215.1
158,20,20260101,155,19,0.05,0.09,29.42,52.96,611.97
658,20,20260101,334,10,0.13,0.11,636.06,538.21,4794.95
481,20,20260101,276,2,0.11,0.09,79.73,65.24,710.35
283,20,20260101,451,10,0.1,0.1,24.82,24.82,248.2
42,20,20260101,456,2,0.06,0.08,12.04,16.05,204.61
127,20,20260101,259,17,0.02,0.08,97.34,389.35,5158.94
975,20,20260101,254,20,0.15,0.09,517.68,310.61,3244.13
942,20,20260101,308,7,0.14,0.1,373.42,266.73,2560.59
72,20,20260101,151,17,0.05,0.13,284.47,739.62,6144.54
837,20,20260101,406,11,0.08,0.12,104.75,157.12,1361.7
366,20,20260101,204,20,0.04,0.05,256.06,320.08,6465.62
420,20,20260101,85,13,0.02,0.06,27.36,82.1,1422.99
84,20,20260101,498,17,0.15,0.1,478.3,318.87,3029.26
986,20,20260101,159,19,0.1,0.14,897.2,1256.08,9330.87
863,20,20260101,100,18,0.15,0.14,907.9,847.38,5992.16
390,20,20260101,327,20,0.03,0.07,257.15,600.03,8914.68
187,20,20260101,248,20,0.11,0.09,324.5,265.5,2891.0
982,20,20260101,51,12,0.1,0.07,354.06,247.84,3434.38
5,20,20260101,217,13,0.13,0.12,472.98,436.6,3601.93
450,20,20260101,480,10,0.08,0.12,155.91,233.87,2026.86
46,20,20260101,437,3,0.08,0.14,61.86,108.25,819.61
600,20,20260101,123,12,0.06,0.15,60.53,151.33,1099.64
434,20,20260101,469,15,0.1,0.07,139.05,97.34,1348.79
94,20,20260101,104,16,0.13,0.1,388.19,298.61,2896.5
394,20,20260101,157,13,0.13,0.07,126.87,68.31,917.35
197,20,20260101,48,11,0.14,0.07,39.41,19.7,261.78
323,20,20260101,358,3,0.12,0.08,99.6,66.4,796.81
830,20,20260101,337,15,0.09,0.06,571.02,380.68,6154.36
413,20,20260101,52,2,0.03,0.09,23.53,70.59,831.42
58,20,20260101,62,4,0.09,0.08,111.6,99.2,1227.56
768,20,20260101,59,16,0.02,0.11,9.04,49.72,492.68
109,20,20260101,441,19,0.09,0.08,257.24,228.65,2829.58
828,20,20260101,493,14,0.04,0.08,231.68,463.37,6023.77
216,20,20260101,302,5,0.07,0.13,6.21,11.52,93.96
821,20,20260101,232,14,0.11,0.07,69.15,44.0,603.45
946,20,20260101,23,20,0.12,0.09,110.38,82.78,892.2
252,20,20260101,239,3,0.14,0.08,19.49,11.14,130.88
698,20,20260101,471,5,0.14,0.14,281.46,281.46,2010.45
529,20,20260101,117,7,0.04,0.08,84.67,169.34,2201.4
748,20,20260101,60,5,0.09,0.09,108.94,108.94,1210.45
369,20,20260101,447,11,0.09,0.06,26.62,17.75,286.92
188,20,20260101,159,7,0.09,0.11,97.28,118.9,1102.49
319,20,20260101,110,4,0.12,0.11,31.99,29.32,263.89
92,20,20260101,483,2,0.05,0.06,42.78,51.33,864.13
337,20,20260101,388,9,0.09,0.06,117.47,78.32,1266.12
825,20,20260101,218,5,0.04,0.14,95.42,333.96,2623.99
755,20,20260101,333,8,0.13,0.12,49.99,46.15,380.72
287,20,20260101,111,11,0.08,0.1,151.51,189.39,1931.75
711,20,20260101,152,14,0.11,0.08,101.3,73.67,893.29
831,20,20260101,183,12,0.11,0.11,87.07,87.07,791.52
818,20,20260101,498,10,0.13,0.06,514.45,237.44,3680.29
164,20,20260101,135,16,0.08,0.06,327.28,245.46,4009.22
230,20,20260101,422,1,0.04,0.07,1.55,2.72,40.04
747,20,20260101,228,15,0.12,0.14,510.07,595.08,4335.56
78,20,20260101,411,14,0.13,0.09,247.68,171.47,1829.05
106,20,20260101,134,9,0.12,0.11,455.68,417.71,3759.4
