CustomerID,StoreID,OrderDateID,ProductID,Quantity,DiscountPercent,ShippingPercent,DiscountAmount,ShippingAmount,TotalAmount
185,18,20260101,442,9,0.05,0.11,193.98,426.75,4112.31
346,18,20260101,137,8,0.06,0.1,223.52,372.53,3874.29
681,18,20260101,347,16,0.07,0.11,134.43,211.25,1997.3
945,18,20260101,43,14,0.04,0.13,83.1,270.09,2264.59
642,18,20260101,196,3,0.13,0.07,126.31,68.01,913.34
320,18,20260101,88,13,0.15,0.15,556.22,556.22,3708.12
671,18,20260101,214,4,0.03,0.14,5.72,26.69,211.61
703,18,20260101,174,1,0.14,0.08,55.64,31.79,373.56
336,18,20260101,432,2,0.12,0.07,89.24,52.06,706.5
418,18,20260101,373,14,0.15,0.05,961.88,320.63,5771.31
10,18,20260101,29,1,0.1,0.08,7.93,6.34,77.69
797,18,20260101,474,6,0.06,0.08,5.55,7.4,94.31
85,18,20260101,45,5,0.07,0.14,66.8,133.61,1021.16
540,18,20260101,442,20,0.06,0.14,490.61,1144.75,8830.94
328,18,20260101,304,12,0.14,0.06,332.74,142.6,2186.58
766,18,20260101,489,13,0.13,0.14,43.45,46.79,337.57
237,18,20260101,485,9,0.11,0.1,317.31,288.47,2855.84
107,18,20260101,364,6,0.02,0.1,5.96,29.8,321.8
124,18,20260101,420,1,0.1,0.13,45.56,59.23,469.25
441,18,20260101,353,5,0.15,0.09,76.27,45.76,477.94
52,18,20260101,218,7,0.08,0.08,199.8,199.8,2497.46
892,18,20260101,99,6,0.14,0.14,233.66,233.66,1669.02
404,18,20260101,356,11,0.13,0.1,357.9,275.31,2670.49
145,18,20260101,346,12,0.07,0.09,159.57,205.16,2325.11
746,18,20260101,38,18,0.14,0.13,402.07,373.35,2843.18
471,18,20260101,419,14,0.05,0.09,112.4,202.32,2337.9
198,18,20260101,203,16,0.03,0.15,12.43,62.14,463.95
903,18,20260101,109,7,0.15,0.08,346.43,184.76,2147.84
787,18,20260101,175,5,0.07,0.14,150.42,300.84,2299.27
575,18,20260101,115,10,0.15,0.1,400.44,266.96,2536.12
736,18,20260101,353,8,0.05,0.08,96.56,154.5,1989.14
404,18,20260101,225,17,0.02,0.07,40.02,140.09,2101.31
446,18,20260101,319,15,0.09,0.06,458.58,305.72,4942.49
484,18,20260101,83,3,0.08,0.07,54.64,47.81,676.15
638,18,20260101,161,16,0.14,0.15,987.68,1058.23,7125.43
176,18,20260101,24,20,0.12,0.12,401.78,401.78,3348.2
532,18,20260101,359,2,0.11,0.14,26.25,33.41,245.78
637,18,20260101,312,19,0.09,0.11,732.24,894.96,8298.71
244,18,20260101,396,8,0.11,0.13,105.54,124.73,978.63
89,18,20260101,140,1,0.14,0.07,62.53,31.27,415.39
152,18,20260101,245,7,0.04,0.1,116.81,292.03,3095.55
93,18,20260101,378,7,0.13,0.14,240.14,258.61,1865.7
713,18,20260101,79,10,0.12,0.08,414.82,276.54,3318.52
329,18,20260101,398,10,0.1,0.12,229.26,275.11,2338.45
196,18,20260101,214,20,0.1,0.13,896.08,1164.9,9229.62
445,18,20260101,77,13,0.12,0.14,578.15,674.51,4914.29
246,18,20260101,256,11,0.14,0.05,549.66,196.31,3572.77
712,18,20260101,253,9,0.09,0.12,340.39,453.86,3895.63
398,18,20260101,435,3,0.06,0.1,70.01,116.68,1213.46
284,18,20260101,426,15,0.07,0.14,392.79,785.59,6004.15
897,18,20260101,54,14,0.11,0.05,649.9,295.41,5553.65
