CustomerID,StoreID,OrderDateID,ProductID,Quantity,DiscountPercent,ShippingPercent,DiscountAmount,ShippingAmount,TotalAmount
250,37,20260101,295,5,0.03,0.07,16.12,37.61,558.84
586,37,20260101,210,8,0.05,0.12,165.88,398.1,3549.74
723,37,20260101,105,16,0.14,0.15,249.72,267.55,1801.51
380,37,20260101,321,7,0.09,0.09,207.6,207.6,2306.71
422,37,20260101,51,18,0.02,0.07,144.42,505.46,7581.92
434,37,20260101,234,1,0.13,0.07,19.09,10.28,138.01
726,37,20260101,455,6,0.08,0.06,20.3,15.22,248.66
53,37,20260101,335,18,0.13,0.09,712.39,493.19,5260.72
621,37,20260101,80,2,0.09,0.08,40.86,36.32,449.42
443,37,20260101,409,3,0.05,0.11,38.06,83.74,806.93
991,37,20260101,376,16,0.13,0.08,29.04,17.87,212.19
196,37,20260101,124,2,0.12,0.06,106.76,53.38,836.26
141,37,20260101,25,16,0.09,0.06,242.4,161.6,2612.48
262,37,20260101,290,8,0.08,0.1,40.85,51.06,520.85
963,37,20260101,200,6,0.07,0.12,130.86,224.34,1962.96
140,37,20260101,179,17,0.07,0.05,115.83,82.74,1621.69
562,37,20260101,253,16,0.13,0.07,195.17,105.09,1411.2
851,37,20260101,346,8,0.07,0.09,154.1,198.12,2245.38
885,37,20260101,465,17,0.06,0.12,17.56,35.13,310.31
418,37,20260101,246,20,0.09,0.09,675.49,675.49,7505.4
2,37,20260101,204,19,0.12,0.11,654.25,599.73,5397.53
13,37,20260101,401,18,0.05,0.06,220.75,264.9,4459.19
869,37,20260101,325,20,0.04,0.08,80.74,161.49,2099.35
