CustomerID,StoreID,OrderDateID,ProductID,Quantity,DiscountPercent,ShippingPercent,DiscountAmount,ShippingAmount,TotalAmount
356,6,20260101,5,11,0.02,0.06,62.33,186.98,3240.95
653,6,20260101,439,10,0.15,0.13,83.04,71.97,542.53
725,6,20260101,59,5,0.08,0.13,54.1,87.91,710.06
553,6,20260101,488,20,0.04,0.07,250.49,438.35,6450.06
359,6,20260101,1,7,0.04,0.06,99.02,148.53,2525.06
893,6,20260101,359,17,0.06,0.07,181.8,212.11,3060.39
438,6,20260101,327,1,0.09,0.1,1.31,1.46,14.71
383,6,20260101,294,15,0.14,0.13,272.98,253.48,1930.35
484,6,20260101,340,6,0.1,0.13,100.37,130.48,1033.79
533,6,20260101,426,19,0.11,0.09,544.51,445.51,4851.07
778,6,20260101,36,20,0.04,0.06,168.25,252.37,4290.32
923,6,20260101,262,19,0.04,0.11,97.87,269.13,2617.89
294,6,20260101,230,7,0.11,0.13,301.46,356.27,2795.38
932,6,20260101,119,11,0.04,0.05,37.51,46.89,947.13
587,6,20260101,35,7,0.09,0.14,54.02,84.04,630.27
849,6,20260101,386,16,0.04,0.06,154.04,231.05,3927.89
25,6,20260101,302,1,0.12,0.07,48.02,28.01,380.17
210,6,20260101,106,7,0.14,0.12,125.84,107.86,880.89
677,6,20260101,440,1,0.12,0.11,12.74,11.68,105.11
649,6,20260101,154,2,0.06,0.13,54.64,118.38,974.34
542,6,20260101,135,3,0.04,0.1,8.6,21.49,227.81
389,6,20260101,444,15,0.13,0.13,556.57,556.57,4281.3
386,6,20260101,182,18,0.13,0.12,307.64,283.98,2342.8
350,6,20260101,159,1,0.03,0.07,1.05,2.44,36.24
412,6,20260101,175,18,0.14,0.12,1172.43,1004.94,8207.01
631,6,20260101,45,12,0.11,0.07,41.99,26.72,366.45
109,6,20260101,68,12,0.03,0.14,114.2,532.93,4225.37
26,6,20260101,69,6,0.14,0.13,291.51,270.68,2061.35
377,6,20260101,349,2,0.11,0.09,86.23,70.55,768.2
294,6,20260101,18,4,0.04,0.09,75.63,170.16,1985.17
65,6,20260101,311,18,0.06,0.09,469.9,704.85,8066.57
212,6,20260101,484,5,0.13,0.07,150.74,81.17,1089.98
824,6,20260101,130,8,0.06,0.05,190.76,158.97,3147.57
982,6,20260101,418,13,0.1,0.15,559.26,838.89,5872.23
242,6,20260101,135,19,0.09,0.07,556.13,432.54,6055.59
458,6,20260101,400,6,0.13,0.15,342.24,394.89,2685.27
503,6,20260101,422,20,0.11,0.12,127.4,138.98,1169.78
380,6,20260101,273,16,0.04,0.14,30.07,105.24,826.85
217,6,20260101,433,10,0.13,0.06,586.46,270.67,4195.41
80,6,20260101,394,16,0.13,0.1,919.24,707.1,6858.9
87,6,20260101,63,3,0.05,0.05,72.53,72.53,1450.56
6,6,20260101,406,10,0.09,0.11,277.59,339.27,3145.98
660,6,20260101,386,13,0.04,0.09,125.95,283.4,3306.31
56,6,20260101,80,12,0.1,0.09,129.34,116.4,1280.42
973,6,20260101,317,18,0.05,0.15,306.12,918.35,6734.57
547,6,20260101,112,9,0.03,0.13,104.66,453.53,3837.54
856,6,20260101,55,12,0.12,0.08,627.21,418.14,5017.65
411,6,20260101,228,2,0.13,0.15,57.69,66.57,452.68
24,6,20260101,436,19,0.06,0.09,359.69,539.54,6174.73
37,6,20260101,55,19,0.03,0.08,113.98,303.95,3989.4
656,6,20260101,485,13,0.1,0.08,161.36,129.08,1581.28
23,6,20260101,352,18,0.14,0.15,487.62,522.45,3517.83
229,6,20260101,500,17,0.03,0.08,101.58,270.88,3555.36
663,6,20260101,495,2,0.03,0.1,12.06,40.21,430.23
349,6,20260101,142,15,0.11,0.13,799.46,944.81,7413.15
896,6,20260101,62,19,0.08,0.14,429.31,751.29,5688.34
149,6,20260101,165,1,0.07,0.11,33.11,52.04,491.99
649,6,20260101,131,13,0.15,0.09,589.56,353.74,3694.6
92,6,20260101,254,4,0.02,0.09,39.03,175.62,2087.87
566,6,20260101,397,6,0.03,0.13,24.05,104.23,881.96
848,6,20260101,192,11,0.06,0.08,297.18,396.24,5052.03
92,6,20260101,309,7,0.1,0.09,134.48,121.03,1331.32
588,6,20260101,60,11,0.07,0.06,176.18,151.01,2491.74
735,6,20260101,426,4,0.1,0.15,149.11,223.66,1565.63
988,6,20260101,96,13,0.15,0.08,562.52,300.01,3487.6
569,6,20260101,116,7,0.07,0.08,26.89,30.73,388.0
91,6,20260101,485,9,0.13,0.1,329.32,253.32,2457.23
869,6,20260101,483,1,0.1,0.12,43.94,52.72,448.14
837,6,20260101,177,20,0.09,0.05,844.65,469.25,9009.6
476,6,20260101,348,19,0.02,0.06,188.76,566.29,9815.78
530,6,20260101,472,13,0.02,0.08,113.76,455.05,6029.44
116,6,20260101,329,3,0.05,0.12,10.99,26.37,235.16
702,6,20260101,21,14,0.05,0.07,297.52,416.53,6069.43
670,6,20260101,434,2,0.12,0.11,39.79,36.48,328.31
