CustomerID,StoreID,OrderDateID,ProductID,Quantity,DiscountPercent,ShippingPercent,DiscountAmount,ShippingAmount,TotalAmount
594,12,20260101,17,1,0.03,0.14,1.86,8.66,68.67
252,12,20260101,485,18,0.03,0.12,168.47,673.88,6121.05
798,12,20260101,17,10,0.04,0.13,31.1,101.06,847.36
258,12,20260101,155,17,0.11,0.07,416.04,264.75,3630.87
709,12,20260101,182,14,0.12,0.11,568.76,521.37,4692.31
405,12,20260101,83,3,0.1,0.15,77.47,116.2,813.39
483,12,20260101,166,15,0.14,0.15,95.89,102.74,691.75
268,12,20260101,421,11,0.08,0.05,26.89,16.81,326.08
143,12,20260101,484,17,0.06,0.15,37.86,94.66,687.84
711,12,20260101,198,7,0.12,0.14,405.79,473.42,3449.19
780,12,20260101,278,12,0.15,0.12,770.15,616.12,4980.29
516,12,20260101,430,5,0.13,0.06,309.88,143.02,2216.84
495,12,20260101,221,12,0.03,0.1,110.89,369.64,3955.11
640,12,20260101,477,6,0.04,0.13,52.27,169.87,1424.28
973,12,20260101,260,11,0.07,0.13,94.86,176.18,1436.52
604,12,20260101,361,14,0.1,0.11,53.14,58.46,536.76
120,12,20260101,80,6,0.09,0.12,241.55,322.07,2764.44
665,12,20260101,494,18,0.13,0.09,326.5,226.04,2411.08
572,12,20260101,145,15,0.04,0.06,268.13,402.19,6837.26
481,12,20260101,363,4,0.11,0.14,185.46,236.04,1736.58
675,12,20260101,264,15,0.1,0.09,123.51,111.16,1222.75
257,12,20260101,64,7,0.14,0.13,414.76,385.13,2932.91
385,12,20260101,178,9,0.05,0.05,224.96,224.96,4499.28
235,12,20260101,191,17,0.04,0.09,76.64,172.45,2011.88
516,12,20260101,214,14,0.11,0.09,547.99,448.36,4882.13
997,12,20260101,371,5,0.02,0.07,11.98,41.94,629.06
574,12,20260101,464,13,0.1,0.06,644.16,386.5,6183.97
222,12,20260101,356,16,0.06,0.13,340.1,736.88,6065.1
39,12,20260101,174,3,0.02,0.07,17.16,60.07,901.09
394,12,20260101,441,12,0.15,0.1,28.49,19.0,180.47
883,12,20260101,120,18,0.05,0.1,242.21,484.42,5086.37
