CustomerID,StoreID,OrderDateID,ProductID,Quantity,DiscountPercent,ShippingPercent,DiscountAmount,ShippingAmount,TotalAmount
18,29,20260101,401,15,0.1,0.08,315.54,252.43,3092.29
873,29,20260101,436,5,0.13,0.1,322.5,248.08,2406.33
160,29,20260101,101,15,0.12,0.06,76.28,38.14,597.56
738,29,20260101,185,2,0.03,0.12,25.03,100.11,909.36
919,29,20260101,163,16,0.15,0.11,1038.36,761.46,6645.5
886,29,20260101,265,8,0.11,0.11,416.2,416.2,3783.6
436,29,20260101,332,1,0.08,0.09,29.19,32.83,368.47
209,29,20260101,63,5,0.09,0.11,94.83,115.9,1074.72
693,29,20260101,150,15,0.08,0.07,46.75,40.91,578.56
461,29,20260101,65,11,0.05,0.11,169.95,373.89,3602.94
129,29,20260101,235,2,0.13,0.14,69.17,74.49,537.38
824,29,20260101,394,10,0.03,0.08,85.53,228.09,2993.66
988,29,20260101,49,10,0.06,0.13,268.29,581.3,4784.51
317,29,20260101,445,9,0.14,0.15,148.26,158.85,1069.62
252,29,20260101,181,18,0.13,0.05,128.4,49.38,908.64
969,29,20260101,46,10,0.06,0.08,128.61,171.48,2186.37
287,29,20260101,396,7,0.1,0.06,270.61,162.37,2597.89
820,29,20260101,122,3,0.07,0.14,82.93,165.86,1267.63
59,29,20260101,420,11,0.1,0.14,324.47,454.25,3374.45
276,29,20260101,397,15,0.08,0.11,150.76,207.29,1940.98
160,29,20260101,50,7,0.08,0.11,85.12,117.04,1095.92
703,29,20260101,244,12,0.11,0.07,30.85,19.63,269.22
972,29,20260101,179,6,0.07,0.05,40.98,29.27,573.77
684,29,20260101,18,16,0.05,0.15,280.41,841.22,6168.97
971,29,20260101,426,8,0.09,0.09,128.1,128.1,1423.36
559,29,20260101,271,17,0.05,0.1,14.1,28.2,296.13
575,29,20260101,409,19,0.03,0.13,141.32,612.39,5181.74
39,29,20260101,488,12,0.12,0.11,148.88,136.47,1228.27
845,29,20260101,124,11,0.1,0.05,294.09,147.04,2793.8
769,29,20260101,233,20,0.14,0.14,835.21,835.21,5965.8
896,29,20260101,456,18,0.05,0.14,297.18,832.1,6478.52
420,29,20260101,155,3,0.03,0.14,25.88,120.75,957.37
736,29,20260101,50,4,0.04,0.09,66.94,150.61,1757.15
313,29,20260101,424,16,0.02,0.08,7.69,30.75,407.38
660,29,20260101,365,16,0.03,0.06,92.67,185.35,3181.8
87,29,20260101,155,13,0.14,0.06,239.95,102.84,1576.81
874,29,20260101,418,1,0.03,0.12,1.72,6.87,62.36
518,29,20260101,424,18,0.12,0.14,651.59,760.18,5538.47
410,29,20260101,362,20,0.09,0.12,542.34,723.12,6206.78
857,29,20260101,79,4,0.07,0.14,71.38,142.77,1091.15
714,29,20260101,62,2,0.13,0.06,113.28,52.28,810.38
514,29,20260101,33,19,0.05,0.11,308.52,678.75,6540.67
202,29,20260101,180,2,0.05,0.1,29.25,58.51,614.32
481,29,20260101,474,4,0.04,0.13,65.26,212.1,1778.36
633,29,20260101,413,19,0.13,0.11,1102.09,932.54,8308.06
540,29,20260101,10,2,0.14,0.13,74.27,68.97,525.22
806,29,20260101,137,4,0.03,0.06,54.86,109.72,1883.58
279,29,20260101,96,12,0.14,0.07,340.94,170.47,2264.81
971,29,20260101,201,18,0.07,0.06,57.12,48.96,807.78
87,29,20260101,120,9,0.15,0.11,335.16,245.79,2145.06
417,29,20260101,41,9,0.09,0.09,10.26,10.26,114.03
38,29,20260101,19,7,0.14,0.11,377.69,296.76,2616.87
817,29,20260101,326,5,0.15,0.12,249.25,199.4,1611.8
637,29,20260101,84,13,0.14,0.08,381.14,217.8,2559.12
313,29,20260101,410,6,0.09,0.05,103.02,57.23,1098.89
745,29,20260101,163,13,0.12,0.09,774.2,580.65,6258.09
194,29,20260101,474,14,0.1,0.07,236.54,165.58,2294.48
640,29,20260101,23,15,0.13,0.14,388.42,418.3,3017.73
133,29,20260101,65,8,0.1,0.1,343.74,343.74,3437.36
106,29,20260101,372,15,0.09,0.11,359.46,439.35,4073.94
879,29,20260101,420,5,0.09,0.1,47.07,52.3,528.28
520,29,20260101,382,15,0.1,0.13,518.87,674.52,5344.3
940,29,20260101,381,1,0.02,0.08,6.95,27.8,368.39
820,29,20260101,201,12,0.07,0.15,355.32,761.4,5482.08
140,29,20260101,413,6,0.07,0.07,76.02,76.02,1086.06
37,29,20260101,32,10,0.12,0.13,414.9,449.48,3492.08
962,29,20260101,86,14,0.06,0.07,340.55,397.31,5732.64
498,29,20260101,225,13,0.14,0.05,406.66,145.24,2643.3
143,29,20260101,105,17,0.04,0.06,263.99,395.98,6731.73
220,29,20260101,83,9,0.04,0.06,152.42,228.64,3886.82
896,29,20260101,405,7,0.14,0.11,383.24,301.12,2655.3
