CustomerID,StoreID,OrderDateID,ProductID,Quantity,DiscountPercent,ShippingPercent,DiscountAmount,ShippingAmount,TotalAmount
557,31,20260101,468,15,0.07,0.05,317.9,227.07,4450.57
220,31,20260101,261,15,0.04,0.07,251.55,440.21,6477.41
942,31,20260101,80,9,0.03,0.06,119.02,238.03,4086.21
354,31,20260101,391,9,0.08,0.11,268.37,369.01,3455.3
863,31,20260101,464,1,0.07,0.14,30.97,61.95,473.47
78,31,20260101,230,1,0.09,0.06,7.6,5.07,81.96
552,31,20260101,402,15,0.02,0.07,134.24,469.84,7047.65
883,31,20260101,236,18,0.05,0.07,438.01,613.22,8935.45
663,31,20260101,104,17,0.15,0.07,205.76,96.02,1261.99
873,31,20260101,460,20,0.05,0.06,464.91,557.89,9391.18
148,31,20260101,336,3,0.1,0.11,55.12,60.63,556.67
525,31,20260101,74,5,0.09,0.14,148.92,231.66,1737.44
794,31,20260101,160,1,0.04,0.1,15.3,38.26,405.52
622,31,20260101,384,15,0.06,0.12,439.71,879.43,7768.27
887,31,20260101,68,20,0.05,0.13,355.25,923.65,7673.4
168,31,20260101,75,14,0.11,0.15,746.13,1017.45,7054.32
766,31,20260101,35,20,0.09,0.09,231.07,231.07,2567.4
591,31,20260101,429,18,0.08,0.09,645.74,726.46,8152.46
4,31,20260101,304,8,0.06,0.09,161.88,242.81,2778.85
209,31,20260101,457,16,0.08,0.09,586.6,659.92,7405.8
759,31,20260101,469,1,0.11,0.12,31.26,34.1,286.98
822,31,20260101,400,15,0.07,0.06,56.89,48.76,804.57
526,31,20260101,96,20,0.08,0.14,665.84,1165.22,8822.38
151,31,20260101,341,1,0.05,0.14,3.2,8.97,69.82
203,31,20260101,403,20,0.1,0.08,607.18,485.74,5950.36
747,31,20260101,395,15,0.03,0.1,105.56,351.86,3764.85
598,31,20260101,339,2,0.14,0.12,56.92,48.79,398.43
895,31,20260101,352,10,0.02,0.14,21.54,150.81,1206.47
506,31,20260101,71,7,0.11,0.14,188.67,240.13,1766.67
889,31,20260101,393,15,0.04,0.12,63.4,190.19,1711.69
567,31,20260101,210,18,0.03,0.06,29.35,58.7,1007.65
78,31,20260101,485,17,0.1,0.09,300.82,270.73,2978.06
720,31,20260101,16,4,0.05,0.14,16.07,44.98,350.23
618,31,20260101,150,14,0.07,0.1,395.69,565.28,5822.37
44,31,20260101,194,6,0.11,0.08,253.49,184.35,2235.28
