CustomerID,StoreID,OrderDateID,ProductID,Quantity,DiscountPercent,ShippingPercent,DiscountAmount,ShippingAmount,TotalAmount
245,22,20260101,403,13,0.1,0.11,444.2,488.62,4486.39
128,22,20260101,500,1,0.09,0.11,15.73,19.23,178.29
387,22,20260101,478,3,0.02,0.12,5.16,30.95,283.73
176,22,20260101,246,5,0.04,0.07,17.22,30.14,443.42
193,22,20260101,465,17,0.13,0.13,385.23,385.23,2963.27
633,22,20260101,9,11,0.05,0.11,203.12,446.87,4306.16
543,22,20260101,345,9,0.03,0.11,83.46,306.03,3004.65
352,22,20260101,114,1,0.07,0.14,12.79,25.58,195.47
9,22,20260101,158,9,0.12,0.1,302.92,252.43,2473.83
687,22,20260101,66,8,0.05,0.07,127.85,178.99,2608.18
977,22,20260101,231,14,0.04,0.08,147.77,295.55,3842.1
284,22,20260101,359,7,0.07,0.12,122.2,209.49,1833.02
390,22,20260101,129,8,0.04,0.14,141.49,495.22,3891.01
20,22,20260101,249,10,0.08,0.11,71.23,97.94,917.11
979,22,20260101,314,8,0.11,0.11,259.88,259.88,2362.56
268,22,20260101,498,15,0.07,0.12,357.45,612.77,5361.77
169,22,20260101,451,17,0.14,0.13,682.85,634.07,4828.69
282,22,20260101,246,3,0.09,0.12,8.94,11.92,102.34
400,22,20260101,252,19,0.14,0.12,604.56,518.2,4231.96
610,22,20260101,23,17,0.05,0.08,53.64,85.83,1105.06
370,22,20260101,375,13,0.08,0.06,361.0,270.75,4422.31
632,22,20260101,262,3,0.04,0.13,20.55,66.8,560.09
944,22,20260101,78,8,0.03,0.11,106.9,391.95,3848.25
461,22,20260101,323,9,0.15,0.12,98.66,78.93,637.99
314,22,20260101,35,18,0.03,0.07,243.61,568.42,8445.15
945,22,20260101,344,12,0.12,0.13,569.98,617.48,4797.34
442,22,20260101,73,3,0.11,0.09,80.21,65.63,714.6
57,22,20260101,122,4,0.07,0.08,71.74,81.98,1035.04
973,22,20260101,276,17,0.14,0.12,379.23,325.05,2654.6
64,22,20260101,271,3,0.09,0.14,123.53,192.15,1441.15
735,22,20260101,425,15,0.04,0.09,192.72,433.62,5058.9
198,22,20260101,479,2,0.1,0.14,98.06,137.29,1019.85
908,22,20260101,243,12,0.11,0.13,659.14,778.99,6112.05
817,22,20260101,4,7,0.06,0.12,51.03,102.07,901.61
132,22,20260101,483,13,0.05,0.13,123.17,320.24,2660.44
650,22,20260101,217,4,0.13,0.13,191.73,191.73,1474.84
878,22,20260101,150,17,0.06,0.11,288.25,528.46,5044.41
134,22,20260101,337,15,0.07,0.15,265.94,569.88,4103.14
391,22,20260101,128,3,0.04,0.14,27.01,94.53,742.7
659,22,20260101,169,15,0.05,0.12,280.12,672.28,5994.51
991,22,20260101,200,2,0.02,0.08,17.35,69.41,919.7
177,22,20260101,185,6,0.09,0.09,248.06,248.06,2756.22
404,22,20260101,195,18,0.06,0.11,351.83,645.02,6157.05
11,22,20260101,31,1,0.05,0.12,7.25,17.39,155.04
917,22,20260101,417,8,0.12,0.11,448.13,410.78,3697.05
24,22,20260101,380,3,0.12,0.13,44.63,48.34,375.59
955,22,20260101,406,18,0.09,0.15,365.81,609.69,4308.46
566,22,20260101,46,5,0.14,0.1,24.91,17.79,170.78
529,22,20260101,397,18,0.13,0.05,705.02,271.16,4989.36
432,22,20260101,379,10,0.05,0.07,93.88,131.43,1915.15
549,22,20260101,302,20,0.03,0.13,155.92,675.66,5717.14
85,22,20260101,280,12,0.08,0.07,42.6,37.28,527.24
316,22,20260101,65,20,0.13,0.08,582.4,358.4,4256.0
255,22,20260101,398,2,0.13,0.1,97.75,75.19,729.38
856,22,20260101,70,12,0.02,0.12,22.83,137.0,1255.85
115,22,20260101,453,13,0.13,0.12,381.47,352.12,2905.01
163,22,20260101,228,8,0.08,0.06,85.88,64.41,1052.05
37,22,20260101,469,1,0.04,0.06,16.42,24.63,418.66
855,22,20260101,341,9,0.12,0.1,185.23,154.36,1512.72
224,22,20260101,196,20,0.13,0.06,344.5,159.0,2464.5
297,22,20260101,224,3,0.14,0.13,7.05,6.55,49.87
642,22,20260101,211,9,0.04,0.14,15.77,55.2,433.72
167,22,20260101,16,18,0.13,0.1,614.02,472.32,4581.5
586,22,20260101,161,6,0.15,0.1,184.45,122.97,1168.22
320,22,20260101,440,8,0.12,0.08,416.53,277.69,3332.28
212,22,20260101,180,6,0.11,0.1,210.66,191.51,1895.93
37,22,20260101,377,15,0.06,0.05,119.29,99.4,1968.21
199,22,20260101,409,6,0.04,0.13,72.91,236.96,1986.79
7,22,20260101,494,6,0.09,0.15,232.48,387.47,2738.11
119,22,20260101,203,18,0.11,0.05,170.62,77.55,1457.99
565,22,20260101,230,2,0.13,0.1,62.63,48.18,467.35
3,22,20260101,89,12,0.06,0.09,91.67,137.51,1573.68
879,22,20260101,92,19,0.12,0.09,916.7,687.52,7409.96
667,22,20260101,272,18,0.05,0.07,182.94,256.12,3732.04
408,22,20260101,78,8,0.03,0.14,16.73,78.06,618.93
907,22,20260101,29,15,0.11,0.06,817.13,445.71,7057.03
402,22,20260101,349,7,0.12,0.1,261.99,218.32,2139.56
964,22,20260101,466,9,0.07,0.1,276.92,395.6,4074.72
771,22,20260101,482,12,0.13,0.06,132.24,61.03,946.03
577,22,20260101,486,16,0.14,0.05,545.19,194.71,3543.76
782,22,20260101,79,18,0.06,0.05,497.77,414.81,8213.24
403,22,20260101,307,8,0.07,0.07,66.37,66.37,948.08
381,22,20260101,22,15,0.06,0.06,58.77,58.77,979.5
565,22,20260101,284,8,0.1,0.15,197.71,296.57,2075.98
190,22,20260101,436,12,0.09,0.05,293.93,163.3,3135.29
954,22,20260101,340,20,0.08,0.15,388.91,729.21,5201.7
106,22,20260101,242,5,0.04,0.13,78.53,255.24,2140.06
218,22,20260101,319,14,0.11,0.09,509.71,417.03,4541.04
845,22,20260101,46,8,0.04,0.15,71.12,266.7,1973.58
