CustomerID,StoreID,OrderDateID,ProductID,Quantity,DiscountPercent,ShippingPercent,DiscountAmount,ShippingAmount,TotalAmount
302,3,20260101,173,6,0.11,0.06,59.83,32.63,516.7
627,3,20260101,345,18,0.14,0.12,614.6,526.8,4302.22
931,3,20260101,272,14,0.12,0.05,230.45,96.02,1785.95
522,3,20260101,302,9,0.14,0.11,384.63,302.21,2664.92
637,3,20260101,70,11,0.08,0.12,144.18,216.27,1874.33
246,3,20260101,43,3,0.07,0.06,14.82,12.7,209.59
849,3,20260101,189,11,0.05,0.09,43.95,79.1,914.05
734,3,20260101,23,6,0.05,0.14,94.64,264.99,2063.11
896,3,20260101,457,19,0.02,0.14,94.43,661.01,5288.08
692,3,20260101,84,11,0.12,0.11,143.33,131.38,1182.43
510,3,20260101,318,19,0.15,0.08,91.77,48.94,568.97
381,3,20260101,348,10,0.03,0.09,94.91,284.74,3353.63
63,3,20260101,153,3,0.03,0.08,12.17,32.46,426.04
705,3,20260101,103,9,0.12,0.08,204.1,136.07,1632.79
893,3,20260101,389,7,0.08,0.09,193.74,217.95,2445.93
774,3,20260101,331,6,0.15,0.12,192.86,154.29,1247.17
320,3,20260101,12,19,0.14,0.09,1245.41,800.62,8451.01
192,3,20260101,490,11,0.14,0.14,173.37,173.37,1238.38
243,3,20260101,229,5,0.04,0.14,79.99,279.96,2199.67
461,3,20260101,224,15,0.1,0.09,508.71,457.84,5036.23
523,3,20260101,17,1,0.13,0.11,31.6,26.73,238.17
846,3,20260101,204,3,0.08,0.11,64.13,88.18,825.68
119,3,20260101,406,2,0.08,0.14,2.2,3.86,29.22
493,3,20260101,87,16,0.08,0.12,178.55,267.82,2321.11
726,3,20260101,114,1,0.03,0.08,3.14,8.38,109.94
804,3,20260101,111,16,0.12,0.08,178.89,119.26,1431.09
317,3,20260101,375,9,0.1,0.14,281.91,394.67,2931.83
93,3,20260101,407,16,0.03,0.15,120.87,604.34,4512.43
457,3,20260101,387,2,0.1,0.08,49.97,39.98,489.73
632,3,20260101,47,11,0.08,0.09,327.28,368.19,4131.92
436,3,20260101,487,2,0.05,0.13,43.08,112.0,930.46
497,3,20260101,92,5,0.15,0.1,282.22,188.14,1787.37
373,3,20260101,184,14,0.14,0.06,841.86,360.8,5532.22
235,3,20260101,292,4,0.11,0.13,156.01,184.38,1446.65
242,3,20260101,105,13,0.14,0.05,676.71,241.68,4398.63
822,3,20260101,253,8,0.12,0.07,362.24,211.3,2867.7
269,3,20260101,57,15,0.08,0.15,111.12,208.35,1486.23
969,3,20260101,249,8,0.12,0.1,51.72,43.1,422.34
701,3,20260101,194,19,0.07,0.14,478.97,957.95,7321.45
732,3,20260101,338,6,0.06,0.06,10.12,10.12,168.72
816,3,20260101,381,6,0.07,0.05,132.12,94.37,1849.61
214,3,20260101,5,13,0.06,0.07,254.7,297.15,4287.47
659,3,20260101,65,2,0.13,0.06,103.94,47.97,743.55
658,3,20260101,437,7,0.02,0.09,19.65,88.43,1051.37
858,3,20260101,154,3,0.04,0.1,8.98,22.46,238.09
151,3,20260101,208,13,0.07,0.14,169.71,339.41,2594.07
87,3,20260101,91,7,0.11,0.11,370.74,370.74,3370.36
18,3,20260101,357,1,0.12,0.11,18.98,17.4,156.58
126,3,20260101,9,11,0.07,0.11,212.96,334.65,3163.96
696,3,20260101,334,16,0.11,0.14,106.27,135.25,995.06
987,3,20260101,122,19,0.13,0.12,789.46,728.73,6012.05
608,3,20260101,244,9,0.06,0.06,143.33,143.33,2388.87
330,3,20260101,99,12,0.07,0.13,124.03,230.33,1878.1
518,3,20260101,34,17,0.02,0.14,152.04,1064.29,8514.31
807,3,20260101,393,1,0.13,0.1,33.47,25.74,249.72
78,3,20260101,383,2,0.09,0.08,89.28,79.36,982.08
416,3,20260101,323,5,0.03,0.12,60.92,243.69,2213.52
903,3,20260101,399,7,0.14,0.13,236.47,219.58,1672.21
369,3,20260101,203,18,0.05,0.14,233.92,654.97,5099.43
561,3,20260101,226,3,0.05,0.15,56.89,170.68,1251.63
63,3,20260101,135,2,0.04,0.12,26.22,78.65,707.85
346,3,20260101,141,10,0.14,0.09,23.84,15.33,161.79
278,3,20260101,130,6,0.09,0.14,152.3,236.91,1776.79
734,3,20260101,276,8,0.07,0.08,176.05,201.2,2540.11
111,3,20260101,285,20,0.1,0.09,291.28,262.15,2883.67
361,3,20260101,71,2,0.07,0.13,37.14,68.98,562.48
716,3,20260101,147,13,0.14,0.11,229.1,180.01,1587.35
415,3,20260101,185,15,0.06,0.07,417.51,487.1,7028.09
248,3,20260101,32,5,0.12,0.07,242.72,141.59,1921.57
897,3,20260101,403,18,0.04,0.1,340.29,850.73,9017.78
359,3,20260101,129,12,0.04,0.09,184.92,416.08,4854.28
369,3,20260101,496,19,0.04,0.12,321.41,964.23,8678.11
433,3,20260101,478,16,0.14,0.12,833.3,714.26,5833.12
968,3,20260101,142,6,0.06,0.09,5.13,7.69,88.06
962,3,20260101,407,8,0.14,0.14,26.21,26.21,187.2
142,3,20260101,92,11,0.02,0.11,70.2,386.1,3825.89
194,3,20260101,176,8,0.07,0.1,13.51,19.3,198.75
114,3,20260101,46,15,0.03,0.1,9.6,32.01,342.51
540,3,20260101,263,5,0.14,0.11,228.69,179.68,1584.49
224,3,20260101,423,6,0.14,0.07,134.52,67.26,893.58
