CustomerID,StoreID,OrderDateID,ProductID,Quantity,DiscountPercent,ShippingPercent,DiscountAmount,ShippingAmount,TotalAmount
639,41,20260101,155,1,0.14,0.09,52.02,33.44,353.0
529,41,20260101,466,19,0.04,0.05,36.58,45.72,923.61
435,41,20260101,481,8,0.08,0.13,214.58,348.69,2816.35
202,41,20260101,490,12,0.13,0.09,656.18,454.28,4845.66
884,41,20260101,330,19,0.08,0.08,750.86,750.86,9385.81
286,41,20260101,121,9,0.12,0.09,355.45,266.59,2873.22
408,41,20260101,173,6,0.12,0.09,249.62,187.22,2017.8
393,41,20260101,413,20,0.02,0.07,176.63,618.2,9272.97
73,41,20260101,498,1,0.05,0.08,21.26,34.01,437.86
297,41,20260101,22,3,0.04,0.09,25.79,58.04,677.1
352,41,20260101,233,3,0.12,0.11,67.3,61.69,555.24
375,41,20260101,438,9,0.08,0.06,53.27,39.95,652.5
27,41,20260101,441,9,0.02,0.14,66.9,468.29,3746.33
747,41,20260101,386,4,0.14,0.08,39.9,22.8,267.9
834,41,20260101,221,8,0.14,0.15,451.12,483.35,3254.55
843,41,20260101,270,5,0.12,0.1,295.99,246.66,2417.22
284,41,20260101,113,6,0.08,0.09,152.51,171.57,1925.38
662,41,20260101,249,19,0.1,0.08,413.52,330.81,4052.45
62,41,20260101,55,20,0.03,0.12,179.57,718.27,6524.3
298,41,20260101,484,12,0.1,0.07,405.12,283.58,3929.66
466,41,20260101,214,3,0.11,0.06,23.29,12.71,201.19
184,41,20260101,1,19,0.12,0.06,459.65,229.82,3600.57
653,41,20260101,423,8,0.06,0.06,184.41,184.41,3073.52
539,41,20260101,196,17,0.14,0.11,281.77,221.39,1952.25
29,41,20260101,396,16,0.07,0.11,276.36,434.28,4105.92
65,41,20260101,344,20,0.05,0.14,496.78,1390.98,10829.8
539,41,20260101,1,6,0.04,0.12,4.57,13.7,123.31
