CustomerID,StoreID,OrderDateID,ProductID,Quantity,DiscountPercent,ShippingPercent,DiscountAmount,ShippingAmount,TotalAmount
168,10,20260101,392,9,0.04,0.09,22.48,50.58,590.15
276,10,20260101,331,14,0.06,0.07,173.67,202.62,2923.45
781,10,20260101,198,8,0.11,0.08,136.5,99.27,1203.65
8,10,20260101,440,19,0.1,0.06,842.92,505.75,8091.99
795,10,20260101,218,4,0.05,0.09,56.14,101.04,1167.62
178,10,20260101,63,6,0.02,0.15,45.3,339.79,2559.73
636,10,20260101,62,19,0.05,0.07,137.08,191.92,2796.54
964,10,20260101,52,19,0.06,0.05,70.18,58.48,1157.94
855,10,20260101,447,2,0.02,0.08,1.13,4.54,60.13
618,10,20260101,448,2,0.07,0.1,63.48,90.68,934.0
158,10,20260101,222,11,0.1,0.07,374.57,262.2,3633.35
867,10,20260101,123,13,0.09,0.05,369.35,205.19,3939.68
950,10,20260101,59,3,0.12,0.15,71.57,89.46,614.29
777,10,20260101,95,10,0.14,0.12,670.7,574.88,4694.88
770,10,20260101,267,8,0.06,0.06,25.82,25.82,430.4
546,10,20260101,410,2,0.15,0.09,119.26,71.56,747.36
561,10,20260101,83,16,0.04,0.07,207.96,363.93,5355.01
865,10,20260101,119,5,0.03,0.12,15.4,61.61,559.61
34,10,20260101,50,6,0.06,0.08,73.32,97.77,1246.53
381,10,20260101,460,1,0.07,0.11,19.82,31.15,294.51
397,10,20260101,206,5,0.07,0.06,142.1,121.8,2009.75
700,10,20260101,191,2,0.03,0.13,21.73,94.17,796.8
908,10,20260101,285,2,0.1,0.09,8.85,7.96,87.61
217,10,20260101,463,13,0.03,0.09,140.29,420.88,4957.08
327,10,20260101,179,15,0.12,0.08,302.26,201.5,2418.04
71,10,20260101,205,16,0.03,0.06,178.96,357.93,6144.41
183,10,20260101,116,17,0.1,0.06,690.54,414.32,6629.18
916,10,20260101,463,20,0.09,0.15,485.77,809.61,5721.24
77,10,20260101,479,14,0.14,0.06,350.29,150.12,2301.91
818,10,20260101,299,11,0.11,0.13,592.03,699.67,5489.72
556,10,20260101,72,17,0.11,0.13,57.05,67.43,529.05
761,10,20260101,160,16,0.12,0.11,99.74,91.43,822.89
407,10,20260101,491,11,0.07,0.1,62.08,88.68,913.42
352,10,20260101,280,20,0.15,0.07,323.37,150.91,1983.34
634,10,20260101,230,5,0.12,0.06,281.33,140.67,2203.79
159,10,20260101,390,6,0.12,0.13,88.07,95.41,741.26
534,10,20260101,44,11,0.09,0.07,356.07,276.95,3877.25
496,10,20260101,488,14,0.14,0.09,867.08,557.41,5883.79
994,10,20260101,371,9,0.08,0.12,118.92,178.38,1545.99
875,10,20260101,143,16,0.07,0.14,170.9,341.8,2612.34
694,10,20260101,171,5,0.08,0.07,199.47,174.54,2468.47
578,10,20260101,29,3,0.08,0.08,11.79,11.79,147.39
253,10,20260101,330,13,0.12,0.11,66.36,60.83,547.49
159,10,20260101,374,1,0.06,0.12,22.18,44.36,391.83
