CustomerID,StoreID,OrderDateID,ProductID,Quantity,DiscountPercent,ShippingPercent,DiscountAmount,ShippingAmount,TotalAmount
157,32,20260101,9,16,0.14,0.09,773.58,497.3,5249.32
780,32,20260101,43,11,0.02,0.14,74.97,524.8,4198.41
430,32,20260101,259,11,0.15,0.1,805.65,537.1,5102.42
24,32,20260101,161,8,0.06,0.13,83.97,181.94,1497.49
905,32,20260101,215,9,0.04,0.13,134.15,435.99,3655.6
168,32,20260101,1,2,0.05,0.13,20.8,54.07,449.17
490,32,20260101,14,2,0.08,0.11,40.97,56.34,527.55
408,32,20260101,27,4,0.11,0.08,103.59,75.34,913.51
91,32,20260101,424,12,0.11,0.06,149.37,81.48,1290.03
189,32,20260101,162,6,0.12,0.07,120.05,70.03,950.42
29,32,20260101,294,5,0.09,0.11,185.31,226.5,2100.24
833,32,20260101,341,5,0.05,0.11,7.86,17.29,166.63
83,32,20260101,433,8,0.09,0.05,63.33,35.18,675.53
102,32,20260101,61,14,0.08,0.08,239.24,239.24,2990.54
340,32,20260101,5,17,0.08,0.1,292.78,365.98,3732.96
19,32,20260101,129,5,0.09,0.06,152.5,101.67,1643.67
121,32,20260101,37,5,0.12,0.07,202.58,118.17,1603.74
930,32,20260101,349,20,0.04,0.06,225.12,337.68,5740.56
643,32,20260101,329,18,0.13,0.12,105.72,97.59,805.11
664,32,20260101,152,1,0.06,0.09,7.88,11.83,135.34
924,32,20260101,37,14,0.08,0.12,44.72,67.08,581.38
776,32,20260101,498,19,0.02,0.12,126.27,757.6,6944.65
239,32,20260101,123,6,0.14,0.14,410.24,410.24,2930.28
512,32,20260101,181,10,0.04,0.11,160.6,441.65,4296.05
129,32,20260101,59,6,0.02,0.15,8.92,66.91,504.03
482,32,20260101,349,14,0.06,0.12,344.78,689.56,6091.08
54,32,20260101,295,8,0.14,0.12,173.64,148.84,1215.52
497,32,20260101,441,14,0.09,0.14,244.43,380.22,2851.65
898,32,20260101,475,1,0.14,0.09,11.56,7.43,78.41
286,32,20260101,234,11,0.15,0.15,59.52,59.52,396.77
217,32,20260101,479,2,0.06,0.14,35.46,82.74,638.28
960,32,20260101,367,17,0.04,0.09,70.03,157.56,1838.19
196,32,20260101,328,13,0.15,0.1,114.06,76.04,722.35
80,32,20260101,217,13,0.03,0.11,163.14,598.2,5873.22
398,32,20260101,493,16,0.14,0.15,249.54,267.36,1800.22
179,32,20260101,206,4,0.04,0.13,28.39,92.27,773.68
79,32,20260101,21,4,0.08,0.14,28.16,49.27,373.07
559,32,20260101,75,12,0.04,0.12,108.39,325.18,2926.63
887,32,20260101,198,1,0.12,0.12,55.81,55.81,465.07
