CustomerID,StoreID,OrderDateID,ProductID,Quantity,DiscountPercent,ShippingPercent,DiscountAmount,ShippingAmount,TotalAmount
978,13,20260101,13,8,0.14,0.1,84.43,60.3,578.91
707,13,20260101,140,5,0.1,0.12,58.9,70.68,600.78
668,13,20260101,67,4,0.05,0.07,38.69,54.17,789.28
141,13,20260101,386,10,0.03,0.1,3.52,11.72,125.4
609,13,20260101,415,1,0.09,0.12,6.61,8.82,75.68
194,13,20260101,121,3,0.13,0.09,191.14,132.33,1411.52
733,13,20260101,108,11,0.04,0.1,123.94,309.86,3284.51
792,13,20260101,280,1,0.08,0.1,27.7,34.62,353.15
250,13,20260101,203,9,0.13,0.11,175.63,148.61,1323.97
733,13,20260101,25,11,0.1,0.13,156.76,203.79,1614.64
44,13,20260101,182,20,0.15,0.15,925.35,925.35,6169.0
827,13,20260101,406,18,0.07,0.14,135.07,270.14,2064.67
758,13,20260101,300,12,0.11,0.13,632.76,747.8,5867.36
290,13,20260101,345,15,0.13,0.12,973.19,898.33,7411.19
736,13,20260101,244,10,0.08,0.06,325.06,243.8,3982.04
312,13,20260101,409,5,0.11,0.09,156.4,127.96,1393.36
900,13,20260101,74,7,0.03,0.15,13.95,69.74,520.73
474,13,20260101,393,3,0.09,0.05,93.41,51.89,996.33
382,13,20260101,198,3,0.08,0.12,14.07,21.11,182.96
105,13,20260101,295,20,0.08,0.06,326.51,244.88,3999.77
461,13,20260101,372,8,0.1,0.1,37.34,37.34,373.44
93,13,20260101,227,5,0.15,0.06,181.82,72.73,1103.06
825,13,20260101,374,13,0.06,0.09,37.16,55.74,637.9
391,13,20260101,153,2,0.1,0.12,46.32,55.58,472.42
586,13,20260101,402,3,0.14,0.07,178.28,89.14,1184.27
314,13,20260101,304,13,0.05,0.05,289.87,289.87,5797.35
667,13,20260101,268,14,0.05,0.1,41.92,83.85,880.39
559,13,20260101,303,12,0.07,0.07,133.12,133.12,1901.76
755,13,20260101,486,19,0.06,0.06,175.07,175.07,2917.83
14,13,20260101,200,18,0.05,0.07,62.72,87.81,1279.51
