CustomerID,StoreID,OrderDateID,ProductID,Quantity,DiscountPercent,ShippingPercent,DiscountAmount,ShippingAmount,TotalAmount
298,42,20260101,440,17,0.12,0.11,218.79,200.56,1805.02
927,42,20260101,380,14,0.04,0.14,245.6,859.6,6753.98
635,42,20260101,306,3,0.1,0.12,94.09,112.9,959.67
480,42,20260101,372,14,0.09,0.15,175.69,292.82,2069.29
653,42,20260101,318,12,0.06,0.09,298.25,447.38,5120.01
62,42,20260101,200,12,0.04,0.13,37.65,122.35,1025.86
463,42,20260101,154,12,0.09,0.07,43.58,33.89,474.51
711,42,20260101,245,16,0.15,0.06,691.63,276.65,4195.9
11,42,20260101,101,2,0.02,0.08,1.44,5.75,76.19
799,42,20260101,43,19,0.03,0.09,138.61,415.84,4897.65
223,42,20260101,216,12,0.12,0.11,270.85,248.28,2234.51
469,42,20260101,235,2,0.05,0.13,19.04,49.51,411.33
907,42,20260101,356,5,0.12,0.07,263.01,153.42,2082.16
794,42,20260101,23,17,0.02,0.12,86.09,516.57,4735.22
5,42,20260101,305,15,0.04,0.1,13.02,32.55,345.03
211,42,20260101,226,1,0.13,0.14,36.94,39.78,286.96
641,42,20260101,183,8,0.13,0.12,88.05,81.27,670.5
350,42,20260101,175,9,0.08,0.05,135.9,84.94,1647.79
925,42,20260101,313,19,0.15,0.12,1042.36,833.89,6740.59
330,42,20260101,282,1,0.1,0.07,24.6,17.22,238.58
206,42,20260101,204,1,0.07,0.08,14.72,16.82,212.35
537,42,20260101,133,20,0.04,0.08,289.74,579.47,7533.13
179,42,20260101,192,15,0.1,0.14,187.42,262.4,1949.23
763,42,20260101,259,13,0.03,0.07,35.56,82.98,1232.89
569,42,20260101,42,11,0.14,0.15,29.65,31.76,213.86
138,42,20260101,331,14,0.1,0.13,57.9,75.28,596.42
836,42,20260101,276,17,0.05,0.06,128.55,154.26,2596.79
342,42,20260101,465,5,0.04,0.08,39.34,78.67,1022.73
899,42,20260101,225,6,0.13,0.14,337.16,363.1,2619.5
217,42,20260101,334,16,0.1,0.07,36.91,25.84,358.05
869,42,20260101,193,15,0.07,0.07,370.27,370.27,5289.6
70,42,20260101,500,14,0.15,0.07,729.1,340.25,4471.81
950,42,20260101,406,4,0.05,0.06,6.57,7.88,132.63
247,42,20260101,344,2,0.07,0.08,12.11,13.84,174.77
956,42,20260101,281,2,0.13,0.07,114.16,61.47,825.47
51,42,20260101,256,20,0.11,0.1,536.01,487.28,4824.07
490,42,20260101,492,7,0.03,0.05,20.2,33.66,686.65
853,42,20260101,239,19,0.14,0.15,376.58,403.47,2716.72
380,42,20260101,122,15,0.09,0.08,141.84,126.08,1560.29
892,42,20260101,208,9,0.14,0.13,617.66,573.55,4367.78
211,42,20260101,321,9,0.04,0.12,167.93,503.79,4534.09
272,42,20260101,293,20,0.11,0.11,611.51,611.51,5559.2
559,42,20260101,440,14,0.11,0.07,608.42,387.18,5309.88
228,42,20260101,247,14,0.1,0.1,215.56,215.56,2155.58
867,42,20260101,75,7,0.15,0.05,187.26,62.42,1123.54
544,42,20260101,104,3,0.12,0.14,63.72,74.34,541.59
296,42,20260101,77,18,0.04,0.07,279.38,488.92,7194.08
901,42,20260101,343,4,0.12,0.13,47.01,50.92,395.63
274,42,20260101,189,20,0.04,0.13,40.63,132.05,1107.22
365,42,20260101,145,19,0.09,0.1,305.95,339.95,3433.48
860,42,20260101,91,20,0.06,0.15,331.68,829.2,6025.52
894,42,20260101,79,8,0.08,0.09,122.26,137.54,1543.52
939,42,20260101,226,11,0.04,0.06,17.51,26.26,446.44
789,42,20260101,386,14,0.07,0.1,409.48,584.98,6025.26
46,42,20260101,477,15,0.07,0.1,463.11,661.59,6814.38
565,42,20260101,474,5,0.07,0.09,86.02,110.6,1253.48
304,42,20260101,286,16,0.14,0.11,27.04,21.24,187.32
